,Categoria,Serie,Series_2,Valor
99,{'101000': 'F.3 - Títulos de dívidas'},201004,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",22642
100,{'101000': 'F.3 - Títulos de dívidas'},201101,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",31235
101,{'101000': 'F.3 - Títulos de dívidas'},201102,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",23466
102,{'101000': 'F.3 - Títulos de dívidas'},201103,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",22176
103,{'101000': 'F.3 - Títulos de dívidas'},201104,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",29165
104,{'101000': 'F.3 - Títulos de dívidas'},201201,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",17699
105,{'101000': 'F.3 - Títulos de dívidas'},201202,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",7076
106,{'101000': 'F.3 - Títulos de dívidas'},201203,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",6881
107,{'101000': 'F.3 - Títulos de dívidas'},201204,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-2633
108,{'101000': 'F.3 - Títulos de dívidas'},201301,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",11559
109,{'101000': 'F.3 - Títulos de dívidas'},201302,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",3902
110,{'101000': 'F.3 - Títulos de dívidas'},201303,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-17246
111,{'101000': 'F.3 - Títulos de dívidas'},201304,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-8126
112,{'101000': 'F.3 - Títulos de dívidas'},201401,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-1616
113,{'101000': 'F.3 - Títulos de dívidas'},201402,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",22184
114,{'101000': 'F.3 - Títulos de dívidas'},201403,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",16405
115,{'101000': 'F.3 - Títulos de dívidas'},201404,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-15031
116,{'101000': 'F.3 - Títulos de dívidas'},201501,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",10922
117,{'101000': 'F.3 - Títulos de dívidas'},201502,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",661
118,{'101000': 'F.3 - Títulos de dívidas'},201503,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-24245
119,{'101000': 'F.3 - Títulos de dívidas'},201504,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-24545
120,{'101000': 'F.3 - Títulos de dívidas'},201601,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-34936
121,{'101000': 'F.3 - Títulos de dívidas'},201602,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",7081
122,{'101000': 'F.3 - Títulos de dívidas'},201603,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",19959
123,{'101000': 'F.3 - Títulos de dívidas'},201604,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",19445
124,{'101000': 'F.3 - Títulos de dívidas'},201701,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",7535
125,{'101000': 'F.3 - Títulos de dívidas'},201702,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",16025
126,{'101000': 'F.3 - Títulos de dívidas'},201703,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",14772
127,{'101000': 'F.3 - Títulos de dívidas'},201704,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-30909
128,{'101000': 'F.3 - Títulos de dívidas'},201801,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",22750
129,{'101000': 'F.3 - Títulos de dívidas'},201802,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",25629
130,{'101000': 'F.3 - Títulos de dívidas'},201803,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",72737
